CodeCirco,Département,NumeroCirco,Circonscription,Inscrits,Abstentions,Abstentions_ins,Votants,Votants_ins,Blancs,Blancs_ins,Blancs_vot,Nuls,Nuls_ins,Nuls_vot,Exprimés,Exprimés_ins,Exprimés_vot,LE PEN,MACRON,MÉLENCHON,FILLON,LASSALLE,HAMON,DUPONT-AIGNAN,POUTOU,ASSELINEAU,ARTHAUD,CHEMINADE,LE PEN.ins,MACRON.ins,MÉLENCHON.ins,FILLON.ins,LASSALLE.ins,HAMON.ins,DUPONT-AIGNAN.ins,POUTOU.ins,ASSELINEAU.ins,ARTHAUD.ins,CHEMINADE.ins,LE PEN.exp,MACRON.exp,MÉLENCHON.exp,FILLON.exp,LASSALLE.exp,HAMON.exp,DUPONT-AIGNAN.exp,POUTOU.exp,ASSELINEAU.exp,ARTHAUD.exp,CHEMINADE.exp
0301,Allier,01,1ère circonscription,89724,18170,20.25099193081,71554,79.74900806919,1478,1.64727386206589,2.06557285406826,1102,1.22821095804913,1.5400955921402,68974,76.8735232490749,96.3943315537916,15318,16276,14043,12923,904,3949,3525,835,473,594,134,17.0723552226829,18.1400740047256,15.6513307476261,14.4030582675761,1.0075342160403,4.40127502117605,3.92871472515715,0.930631715037225,0.527172217021087,0.662030226026481,0.149346886005974,22.2083683706904,23.5972975324035,20.3598457389741,18.7360454664076,1.31063879142865,5.72534578246876,5.11062139356859,1.21060109606518,0.685765650824949,0.861194073129005,0.194276104039203
0302,Allier,02,2ème circonscription,85064,19634,23.0814445593906,65430,76.9185554406094,1420,1.66933132700085,2.17025829130368,780,0.916956644408916,1.19211370930766,63230,74.3322674691997,96.6376279993887,13736,14785,14149,10933,1003,3609,3061,801,492,547,114,16.1478416251293,17.3810307533152,16.6333584124894,12.852675632465,1.17911219787454,4.24268785855356,3.59846703658422,0.941643938681463,0.578388037242547,0.643045236527791,0.134016740336688,21.7238652538352,23.3828878696821,22.3770362169856,17.2908429542938,1.58627233907955,5.70773367072592,4.84105646054088,1.2668037324055,0.77811165585956,0.865095682429227,0.180294164162581
0303,Allier,03,3ème circonscription,79158,16553,20.9113418732156,62605,79.0886581267844,1342,1.69534349023472,2.14359875409312,674,0.851461633694636,1.07659132657136,60589,76.5418530028551,96.7798099193355,14017,14683,10132,12643,1081,3081,3233,692,518,402,107,17.7076227292251,18.5489779933803,12.7997170216529,15.9718537608328,1.36562318401172,3.89221556886228,4.08423659011092,0.874200965158291,0.654387427676293,0.507845069354961,0.135172692589505,23.1345623793098,24.2337718067636,16.7225073858291,20.8668240109591,1.78415223885524,5.0850814504283,5.33595207050785,1.14212150720428,0.854940665797422,0.663486771526185,0.176599712819159
0401,Alpes-de-Haute-Provence,01,1ère circonscription,61220,11285,18.4335184580203,49935,81.5664815419797,905,1.47827507350539,1.81235606288175,386,0.630512904279647,0.773004906378292,48644,79.4576935641947,97.41463903074,12815,9565,10737,8346,899,2438,2387,615,457,279,106,20.9327017314603,15.6239790918001,17.5383861483175,13.6327997386475,1.46847435478602,3.98235870630513,3.89905259719046,1.00457366873571,0.746488075792225,0.455733420450833,0.173146030708919,26.344461804128,19.6632678233698,22.0726091604309,17.157306142587,1.84812104267741,5.01192336156566,4.90708000986761,1.26428747635885,0.939478661294302,0.573554806348162,0.21790971137242
0402,Alpes-de-Haute-Provence,02,2ème circonscription,65358,13038,19.9485908381529,52320,80.0514091618471,901,1.37856115548211,1.72209480122324,350,0.535512102573518,0.668960244648318,51069,78.1373359037914,97.6089449541285,11648,10395,11711,10096,822,2545,2473,563,475,242,99,17.8218427736467,15.9047094464335,17.9182349521099,15.4472291073778,1.25768842375838,3.89393800299887,3.7837755133266,0.861409467853974,0.726766424921203,0.370268368065118,0.151473423299367,22.808357320488,20.3548140750749,22.9317198300339,19.7693316884999,1.60958702931328,4.98345375864027,4.84246803344495,1.10243004562455,0.930114159274707,0.473868687462061,0.19385537214357
0501,Hautes-Alpes,01,1ère circonscription,57744,10991,19.0340121917429,46753,80.9659878082571,791,1.36983929066223,1.69187004042521,348,0.602660016625104,0.744337261779993,45614,78.9934885009698,97.5637926977948,10302,10204,9528,8255,767,2710,2550,533,465,234,66,17.8408146300914,17.6711000277085,16.5004156275977,14.2958575782765,1.32827653089498,4.69312829038515,4.41604322527016,0.923039623164311,0.805278470490441,0.405236907730673,0.114297589359934,22.5851712193625,22.3703249002499,20.8883237602491,18.0975139211646,1.68150129346253,5.94115841627571,5.59038891568378,1.16850089884685,1.01942386109528,0.513000394615688,0.144692418994168
0502,Hautes-Alpes,02,2ème circonscription,52163,9830,18.8447750321109,42333,81.1552249678891,750,1.43780073998811,1.77166749344483,270,0.517608266395721,0.637800297640139,41313,79.1998159615053,97.590532208915,8172,8744,9268,8390,842,2399,2388,516,318,177,99,15.6662768629105,16.7628395606081,17.7673830109465,16.0841976113337,1.61417096409332,4.59904530030865,4.57795755612216,0.989206909111823,0.609627513754961,0.339320974637195,0.189789697678431,19.7806985694576,21.1652506474959,22.4336165371675,20.3083775082904,2.03809938760197,5.80688887275192,5.78026287125118,1.24900152494372,0.769733497930433,0.428436569602788,0.239634013506644
0601,Alpes-Maritimes,01,1ère circonscription,80459,19445,24.1675884612038,61014,75.8324115387962,790,0.981866540722604,1.29478480348772,382,0.47477597285574,0.626085816370014,59842,74.3757690252178,98.0791293801423,14144,12581,10658,16070,491,2701,1952,347,636,188,74,17.5791396860513,15.6365353782672,13.2464982164829,19.9729054549522,0.610248698094682,3.35698927404019,2.42608036391205,0.431275556494612,0.790464708733641,0.233659379311202,0.0919723088778136,23.6355736773504,21.0236957320945,17.8102336151867,26.8540489956887,0.820493967447612,4.51355235453361,3.26192306406871,0.579860298786805,1.0627987032519,0.314160622973831,0.123658968617359
0602,Alpes-Maritimes,02,2ème circonscription,85688,17045,19.8919335262814,68643,80.1080664737186,1184,1.3817570721688,1.72486633742698,345,0.402623471197834,0.502600410821205,67114,78.323685930352,97.7725332517518,19995,12398,10998,15531,795,2549,3238,511,693,251,155,23.3346559611614,14.4687704229297,12.8349360470544,18.1250583512277,0.927784520586313,2.97474558864719,3.77882550648866,0.596349547194473,0.808748016058258,0.292923163103352,0.180888805900476,29.7925917096284,18.4730458622642,16.3870429418601,23.1412223977114,1.18455165837232,3.79801531722144,4.82462675447746,0.761391065947492,1.03257144560002,0.373990523586733,0.230950323330453
0603,Alpes-Maritimes,03,3ème circonscription,89098,20671,23.2002963029473,68427,76.7997036970527,945,1.06062986823498,1.3810338024464,379,0.425374306942917,0.553874932409721,67103,75.3136995218748,98.0650912651439,18031,13254,11895,16533,572,2772,2588,412,731,218,97,20.2372668297829,14.8757547868639,13.3504680239736,18.5559720756919,0.641989719185616,3.1111809468226,2.90466677142023,0.462412175357472,0.820444903364834,0.244674403465847,0.108868885945812,26.8706317154226,19.7517249601359,17.7264801871749,24.6382427015186,0.852420905175626,4.1309628481588,3.85675752201839,0.613981491140486,1.08937007287305,0.324873701622878,0.144553894758804
