"CodeCirco","Département","NumeroCirco","Circonscription","Inscrits","Abstentions","Abstentions_ins","Votants","Votants_ins","Blancs","Blancs_ins","Blancs_vot","Nuls","Nuls_ins","Nuls_vot","Exprimés","Exprimés_ins","Exprimés_vot","MACRON","LE PEN","MACRON.ins","LE PEN.ins","MACRON.exp","LE PEN.exp"
"0605","Alpes-Maritimes","05","5ème circonscription",90671,25700,28.344233547661325,64971,71.65576645233868,3122,3.4432177873851617,4.805220790814364,1321,1.45691566211909,2.03321481891921,60528,66.75563300283443,93.16156439026642,28600,31928,31.542610095841006,35.213022906993416,47.250859106529205,52.749140893470795
"0606","Alpes-Maritimes","06","6ème circonscription",79484,19664,24.739570227970408,59820,75.2604297720296,3605,4.535504000805194,6.026412571046473,450,0.5661516783251975,0.7522567703109327,55765,70.15877409289921,93.2213306586426,26277,29488,33.05948366966936,37.09929042322983,47.12095400340716,52.87904599659284
"0607","Alpes-Maritimes","07","7ème circonscription",97000,24644,25.406185567010308,72356,74.59381443298969,3999,4.122680412371134,5.52683951572779,835,0.8608247422680413,1.154016252971419,67522,69.61030927835051,93.31914423130078,38095,29427,39.27319587628866,30.337113402061856,56.418648736708036,43.581351263291964
"0608","Alpes-Maritimes","08","8ème circonscription",83745,24417,29.156367544331,59328,70.843632455669,3112,3.7160427488208256,5.245415318230852,742,0.8860230461520091,1.2506742179072277,55474,66.24156666069617,93.50391046386191,27857,27617,33.26407546719207,32.977491193504086,50.21631755416952,49.78368244583048
"0609","Alpes-Maritimes","09","9ème circonscription",80985,21272,26.266592578872633,59713,73.73340742112737,3219,3.974810150027783,5.390785926012761,714,0.8816447490275978,1.1957195250615444,55780,68.87695252207199,93.41349454892568,28209,27571,34.8323763659937,34.044576156078286,50.57188956615274,49.42811043384726
"0701","Ardèche","01","1ère circonscription",79105,19986,25.265153909360976,59119,74.73484609063902,4799,6.066620314771506,8.117525668566788,1873,2.367739080968333,3.1681862007138144,52447,66.30048669489919,88.7142881307194,26233,26214,33.1622527021048,33.13823399279438,50.01811352412913,49.98188647587088
"0702","Ardèche","02","2ème circonscription",96225,21992,22.854767472070666,74233,77.14523252792932,5472,5.6866718628215125,7.371384694138726,1793,1.8633411275656013,2.4153678283243303,66968,69.59521953754222,90.21324747753694,36404,30564,37.83216419849312,31.7630553390491,54.3602914824991,45.63970851750089
"0703","Ardèche","03","3ème circonscription",80601,20186,25.044354288408332,60415,74.95564571159167,5526,6.855994342501955,9.1467350823471,2049,2.5421520824803663,3.391541835636845,52840,65.55749928660934,87.46172308201605,27617,25223,34.26384288036128,31.29365640624806,52.26532929598788,47.73467070401211
"0801","Ardennes","01","1ère circonscription",70511,16650,23.613336926153366,53861,76.38666307384663,2891,4.100069492703266,5.3675200980301145,1288,1.8266653429961281,2.391340673214385,49682,70.45992823814724,92.2411392287555,22447,27235,31.834749188069942,38.62517905007729,45.181353407672795,54.818646592327205
"0802","Ardennes","02","2ème circonscription",60539,17727,29.281950478204134,42812,70.71804952179586,2569,4.243545483077025,6.0006540222367555,1006,1.661738713886916,2.3498084649163786,39237,64.81276532483193,91.64953751284686,16538,22699,27.31792728654256,37.494838038289366,42.14899202283559,57.851007977164414
"0803","Ardennes","03","3ème circonscription",55069,13621,24.73442408614647,41448,75.26557591385354,2278,4.136628593219416,5.496043234896738,978,1.775953803410267,2.3595830920671688,38192,69.35299351722385,92.1443736730361,16100,22092,29.23604931994407,40.11694419727977,42.15542521994135,57.84457478005866
"0901","Ariège","01","1ère circonscription",57252,14293,24.96506672255991,42959,75.03493327744009,4372,7.636414448403548,10.177145650503968,1844,3.2208481799762456,4.292464908401033,36743,64.17767064906029,85.530389441095,19439,17304,33.953399007894916,30.224271641165373,52.90531529815203,47.094684701847974
"0902","Ariège","02","2ème circonscription",61795,15460,25.01820535642042,46335,74.98179464357958,4204,6.803139412573833,9.073054926081795,1961,3.173395905817623,4.23222186252293,40170,65.00525932518812,86.69472321139527,19858,20312,32.13528602637754,32.869973298810585,49.434901667911376,50.565098332088624
"1001","Aube","01","1ère circonscription",64392,14935,23.19387501552988,49457,76.80612498447013,2671,4.148030811280905,5.400651070627009,980,1.5219281898372468,1.9815192995935864,45806,71.13616598335197,92.61782962977941,20734,25072,32.19965213069946,38.9365138526525,45.2648124699821,54.7351875300179
"1002","Aube","02","2ème circonscription",74941,17881,23.860103281247916,57060,76.13989671875208,3294,4.395457760104616,5.7728706624605675,1109,1.479830800229514,1.9435681738520856,52657,70.26460815841796,92.28356116368734,25655,27002,34.23359709638249,36.03101106203547,48.72096777256585,51.27903222743415
"1003","Aube","03","3ème circonscription",66266,18482,27.890622642078895,47784,72.1093773579211,2728,4.116741617118884,5.70902394106814,1059,1.5981046086982766,2.2162230035158212,43997,66.39453113210394,92.07475305541604,22441,21556,33.8650288232276,32.529502308876346,51.005750392072194,48.99424960792781
"1101","Aude","01","1ère circonscription",98308,23678,24.08552711885096,74630,75.91447288114904,5037,5.123692883590349,6.749296529545759,2355,2.3955324083492697,3.155567466166421,67238,68.39524758920942,90.09513600428782,30048,37190,30.565162550351953,37.83008503885747,44.689015140248074,55.31098485975192
"1102","Aude","02","2ème circonscription",92283,24683,26.747071508295132,67600,73.25292849170486,4650,5.038847891811059,6.878698224852071,1844,1.9982011854837838,2.727810650887574,61106,66.21587941441001,90.39349112426035,27113,33993,29.380275890467367,36.83560352394266,44.37043825483586,55.62956174516414
"1103","Aude","03","3ème circonscription",89369,20259,22.668934417974913,69110,77.33106558202508,5465,6.115095838601752,7.907683403270149,2487,2.7828441629647864,3.5986109101432495,61158,68.43312558045855,88.4937056865866,28303,32855,31.669818393402632,36.763307187055915,46.27849177540142,53.72150822459858
"1201","Aveyron","01","1ère circonscription",77976,17430,22.35303170206217,60546,77.64696829793782,4647,5.959526008002462,7.675156079674958,1808,2.3186621524571662,2.986159283850296,54091,69.3687801374782,89.33868463647474,34354,19737,44.05714578844773,25.31163434903047,63.51148989665564,36.48851010334436
"1202","Aveyron","02","2ème circonscription",69106,15952,23.083379156657887,53154,76.91662084334212,4657,6.7389228142274185,8.761334988900177,2298,3.3253263103059068,4.323287052714753,46199,66.85237171880878,86.91537795838506,26886,19313,38.905449599166495,27.946922119642288,58.19606484988853,41.80393515011148
"1203","Aveyron","03","3ème circonscription",72399,16109,22.250307324686805,56290,77.7496926753132,4634,6.400640892830012,8.232368093799964,2204,3.044240942554455,3.915437910818973,49452,68.30481083992873,87.85219399538107,28713,20739,39.659387560601665,28.645423279327066,58.062363504003876,41.93763649599612
"1301","Bouches-du-Rhône","01","1ère circonscription",80890,24893,30.77389046853752,55997,69.22610953146247,2857,3.531956978612931,5.102059038877083,814,1.0063048584497465,1.453649302641213,52326,64.6878476943998,93.4442916584817,26139,26187,32.31425392508345,32.37359376931636,49.95413370026373,50.04586629973626
"1302","Bouches-du-Rhône","02","2ème circonscription",82446,23419,28.405259199961186,59027,71.59474080003882,3002,3.6411711908400655,5.085808189472614,858,1.0406811731315044,1.4535720941264167,55167,66.91288843606725,93.46061971640097,35891,19276,43.53273657909419,23.38015185697305,65.05882139684957,34.94117860315043
"1303","Bouches-du-Rhône","03","3ème circonscription",75318,27384,36.35784274675377,47934,63.64215725324623,2392,3.1758676544783455,4.990194851253808,714,0.9479805624153589,1.4895481286769308,44828,59.518309036352534,93.52025702006927,22752,22076,30.20791842587429,29.310390610478237,50.75399304006425,49.246006959935755
"1304","Bouches-du-Rhône","04","4ème circonscription",64346,27171,42.22640101948839,37175,57.77359898051161,2476,3.847947036334815,6.660390047074646,690,1.0723277282193144,1.8560860793544047,34009,52.85332421595748,91.48352387357095,26044,7965,40.47493239673018,12.378391819227302,76.57972889529242,23.420271104707577
"1305","Bouches-du-Rhône","05","5ème circonscription",72852,23970,32.902322516883544,48882,67.09767748311646,2937,4.03146104430901,6.008346630661593,928,1.2738154065777192,1.8984493269506157,45017,61.792401032229726,92.09320404238778,29792,15225,40.89386701806402,20.89853401416571,66.17944332141191,33.82055667858809
"1306","Bouches-du-Rhône","06","6ème circonscription",78042,25648,32.86435509084852,52394,67.13564490915148,2597,3.3276953435329695,4.95667442836966,797,1.0212449706568258,1.5211665457876855,49000,62.786704594961684,93.52215902584265,26900,22100,34.468619461315704,28.318085133645987,54.89795918367347,45.102040816326536
"1307","Bouches-du-Rhône","07","7ème circonscription",66676,31512,47.26138340632311,35164,52.73861659367689,1652,2.4776531285620016,4.697986577181208,631,0.9463675085488031,1.794448868160619,32881,49.31459595656608,93.50756455465817,19910,12971,29.86081948527206,19.453776471294017,60.55168638423406,39.44831361576595
"1308","Bouches-du-Rhône","08","8ème circonscription",102494,25598,24.975120494858235,76896,75.02487950514177,4556,4.445138251995238,5.924885559717021,1613,1.5737506585751362,2.0976383687057845,70727,69.00599059457139,91.97747607157719,33546,37181,32.729720764142286,36.2762698304291,47.4302600138561,52.5697399861439
"1309","Bouches-du-Rhône","09","9ème circonscription",100587,27114,26.95576963225864,73473,73.04423036774136,4492,4.4657858371360115,6.113810515427436,1485,1.4763339198902443,2.0211506267608508,67496,67.1021106107151,91.86503885781171,32377,35119,32.1880561106306,34.914054500084504,47.96876851961598,52.03123148038402
"1310","Bouches-du-Rhône","10","10ème circonscription",108638,24992,23.004841768073785,83646,76.99515823192621,4836,4.4514810655571715,5.781507782798938,1553,1.4295182164620115,1.8566339095712887,77257,71.11415894990704,92.36185830762977,35479,41778,32.658001804156925,38.45615714575011,45.92334675175065,54.07665324824935
"1311","Bouches-du-Rhône","11","11ème circonscription",91655,23429,25.56216245703999,68226,74.43783754296001,3813,4.160165839288637,5.588778471550436,1213,1.3234411652392122,1.7779145780201098,63200,68.95423053843216,92.63330695042946,36229,26971,39.52757623697561,29.42665430145655,57.324367088607595,42.675632911392405
"1312","Bouches-du-Rhône","12","12ème circonscription",94229,24815,26.33478016321939,69414,73.66521983678061,3921,4.16113935200416,5.648716397268562,902,0.957242462511541,1.2994496787391592,64591,68.54683802226491,93.05183392399228,26295,38296,27.905421897717265,40.641416124547646,40.710006037992905,59.289993962007095
"1313","Bouches-du-Rhône","13","13ème circonscription",94195,27353,29.0386963214608,66842,70.9613036785392,4619,4.9036573066510964,6.910325843032823,1940,2.0595573013429584,2.9023667753807483,60283,63.99808907054515,90.18730738158642,24959,35324,26.49716014650459,37.50092892404056,41.40304895244098,58.59695104755901
"1314","Bouches-du-Rhône","14","14ème circonscription",98763,24438,24.744084323076457,74325,75.25591567692355,4459,4.5148486781487,5.9993272788429195,1390,1.407409657462815,1.8701648166834846,68476,69.33365734131203,92.13050790447359,41924,26552,42.449095308971984,26.88456203234005,61.22437058239383,38.77562941760617
"1315","Bouches-du-Rhône","15","15ème circonscription",109079,24455,22.419530798778865,84624,77.58046920122113,5145,4.716764913503058,6.079835507657402,1780,1.6318448097250617,2.103422197012668,77699,71.23185947799301,91.81674229532993,35688,42011,32.717571668240446,38.51428780975256,45.9310930642608,54.0689069357392
"1316","Bouches-du-Rhône","16","16ème circonscription",91369,24515,26.830763169127387,66854,73.16923683087262,4176,4.570477952040627,6.246447482573967,1747,1.9120270551281067,2.6131570287492147,60931,66.68673182370388,91.14039548867682,27204,33727,29.773774474931326,36.91295734877256,44.647223909011835,55.352776090988165
"1401","Calvados","01","1ère circonscription",72004,16346,22.701516582412086,55658,77.29848341758792,3640,5.0552747069607245,6.539940349994609,1261,1.7512915949113936,2.2656221926767044,50757,70.4919171157158,91.19443745732868,36903,13854,51.25131937114604,19.240597744569747,72.70524262663278,27.29475737336722
"1402","Calvados","02","2ème circonscription",68046,17325,25.460717749757517,50721,74.53928225024248,3101,4.557211298239426,6.113838449557382,1582,2.324897863210181,3.1190236785552337,46038,67.65717308879287,90.76713787188739,30254,15784,44.46109984422302,23.196073244569853,65.71527868282723,34.284721317172774
"1403","Calvados","03","3ème circonscription",79616,18906,23.746483118971064,60710,76.25351688102894,3522,4.423733922829582,5.801350683577664,1540,1.9342845659163987,2.5366496458573544,55648,69.89549839228296,91.66199967056498,27811,27837,34.931420819935695,34.96407757234727,49.976638872915466,50.023361127084534
"1404","Calvados","04","4ème circonscription",104444,23827,22.813182183753973,80617,77.18681781624602,4796,4.591934433763548,5.949117431807187,1690,1.6180919918808163,2.0963320391480704,74131,70.97679139060166,91.95455052904474,43743,30388,41.881773964995595,29.095017425606066,59.007702580566836,40.992297419433164
"1405","Calvados","05","5ème circonscription",92354,19561,21.180457803668492,72793,78.81954219633151,4341,4.700391970028369,5.963485499979393,1549,1.6772419169716526,2.127951863503359,66903,72.44190830933148,91.90856263651725,40557,26346,43.91471944907638,28.527188860255105,60.62059997309538,39.37940002690462
"1406","Calvados","06","6ème circonscription",95740,20359,21.264884060998536,75381,78.73511593900146,4449,4.646960518069773,5.902017749830859,1883,1.9667850428243157,2.4979769437922026,69049,72.12137037810737,91.60000530637694,39303,29746,41.05180697723,31.069563400877374,56.92044779794059,43.0795522020594
"1501","Cantal","01","1ère circonscription",62900,13985,22.233704292527822,48915,77.76629570747218,3750,5.961844197138315,7.666360012266176,1633,2.5961844197138313,3.3384442400081773,43532,69.20826709062004,88.99519574772565,25778,17754,40.98251192368839,28.225755166931638,59.21620876596526,40.78379123403473
"1502","Cantal","02","2ème circonscription",52841,11830,22.387918472398326,41011,77.61208152760167,2990,5.6584848886281485,7.290726878154641,1198,2.267178895176094,2.921167491648582,36823,69.68641774379743,89.78810563019678,19276,17547,36.47924906795859,33.20716867583884,52.347717459196694,47.652282540803306
"1601","Charente","01","1ère circonscription",83201,22704,27.288133556087068,60497,72.71186644391292,4625,5.558827417939688,7.645007190439196,1702,2.0456484898018052,2.813362646081624,54170,65.10739053617144,89.54163016347918,33807,20363,40.63292508503504,24.474465451136403,62.40908251799889,37.59091748200111
"1602","Charente","02","2ème circonscription",83498,20247,24.248484993652543,63251,75.75151500634746,4068,4.871972981388776,6.431518869266889,1631,1.953340199765264,2.578615357859955,57552,68.92620182519342,90.98986577287316,30426,27126,36.439196148410744,32.48700567678268,52.86697247706422,47.13302752293578
"1603","Charente","03","3ème circonscription",90809,21452,23.623209153277756,69357,76.37679084672224,4671,5.143763283374996,6.734720359877157,2669,2.9391359887235846,3.848205660567787,62017,68.29389157462366,89.41707397955506,31421,30596,34.60119591670429,33.69269565791937,50.665140203492584,49.33485979650741
"1701","Charente-Maritime","01","1ère circonscription",109900,29070,26.45131938125569,80830,73.54868061874431,5402,4.915377616014559,6.6831621922553515,1799,1.6369426751592357,2.225658790053198,73629,66.99636032757051,91.09117901769145,52198,21431,47.49590536851683,19.500454959053684,70.89326216572275,29.106737834277258
"1702","Charente-Maritime","02","2ème circonscription",111616,26219,23.49035980504587,85397,76.50964019495413,6123,5.485772649082569,7.170041102146446,2083,1.866219896788991,2.4391957562912046,77191,69.15764764908256,90.39076314156235,44590,32601,39.94946961009174,29.208178038990823,57.76580171263489,42.23419828736511
"1703","Charente-Maritime","03","3ème circonscription",84000,20899,24.879761904761903,63101,75.1202380952381,4496,5.352380952380952,7.125085180900462,1740,2.071428571428571,2.7574840335335415,56865,67.69642857142857,90.117430785566,29755,27110,35.422619047619044,32.27380952380952,52.32568363668337,47.67431636331663
"1704","Charente-Maritime","04","4ème circonscription",94193,22457,23.841474419542855,71736,76.15852558045715,4348,4.616054271548841,6.061112969778075,1823,1.9353879799985139,2.541262406601985,65565,69.6070833289098,91.39762462361995,31866,33699,33.83053942437336,35.77654390453643,48.60215053763441,51.3978494623656
"1705","Charente-Maritime","05","5ème circonscription",119220,27377,22.963428954873343,91843,77.03657104512665,5666,4.752558295587988,6.169223566303366,2248,1.8855896661633953,2.4476552377426697,83929,70.39842308337528,91.38312119595396,42750,41179,35.85807750377453,34.54034557960074,50.935910114501546,49.064089885498454
"1801","Cher","01","1ère circonscription",71129,18942,26.630488267795133,52187,73.36951173220486,4166,5.856964107466715,7.982830973230881,902,1.2681184889426254,1.7283997930519095,47119,66.24442913579553,90.28876923371722,26458,20661,37.19720507809754,29.047224057697985,56.151446337995296,43.84855366200471
"1802","Cher","02","2ème circonscription",68926,19610,28.45080230972347,49316,71.54919769027653,3710,5.382584220758495,7.522913456079163,1437,2.084844615964948,2.9138616270581554,44169,64.08176885355309,89.56322491686268,23331,20838,33.84934567507182,30.23242317848127,52.822115058072406,47.177884941927594
"1803","Cher","03","3ème circonscription",84402,21703,25.713845643468165,62699,74.28615435653182,4634,5.490391222956801,7.390867477950207,1454,1.7227079927015947,2.319016252252827,56611,67.07305514087344,90.29011626979697,27950,28661,33.11532902063932,33.95772612023411,49.37203017081486,50.62796982918514
"1901","Corrèze","01","1ère circonscription",91981,20611,22.407888585686177,71370,77.59211141431382,7069,7.6852828301497045,9.904721871934987,4044,4.396560159163306,5.666246321984027,60257,65.51026842500082,84.42903180608099,33272,26985,36.17268783770562,29.337580587295204,55.21682128217469,44.783178717825315
"1902","Corrèze","02","2ème circonscription",93050,22240,23.901128425577646,70810,76.09887157442236,5631,6.051585169263837,7.952266629007203,3033,3.2595378828586785,4.283293320152521,62146,66.78774852229984,87.76444005084028,35000,27146,37.61418592154755,29.173562600752284,56.31899076368552,43.68100923631448
"2A01","Corse-du-Sud","01","1ère circonscription",52141,20951,40.18143111946453,31190,59.81856888053547,1902,3.6478011545616695,6.098108368066688,1019,1.9543161811242593,3.267072779737095,28269,54.21645154484954,90.63481885219622,11734,16535,22.50436316909917,31.71208837575037,41.508366054688885,58.491633945311115
"2A02","Corse-du-Sud","02","2ème circonscription",61763,23788,38.51496850865404,37975,61.48503149134596,2172,3.516668555607726,5.719552337063858,1317,2.132344607612972,3.4680710994075046,34486,55.83601832812525,90.81237656352864,14426,20060,23.3570260511957,32.47899227692955,41.83146784202285,58.16853215797715
"2B01","Haute-Corse","01","1ère circonscription",61277,23183,37.8331184620657,38094,62.166881537934294,2446,3.991709776914666,6.4209586811571375,1069,1.7445371020121743,2.8062162020265657,34579,56.43063465900746,90.77282511681629,14862,19717,24.253798325636048,32.17683633337141,42.9798432574684,57.02015674253159
"2B02","Haute-Corse","02","2ème circonscription",67828,27186,40.08079259302943,40642,59.91920740697058,2837,4.1826384384030195,6.980463559864179,1296,1.9107153387981364,3.1888194478618184,36509,53.82585362976941,89.830716992274,15089,21420,22.24597511352244,31.57987851624698,41.329535183105534,58.670464816894466
"2101","Côte-d'Or","01","1ère circonscription",70013,17640,25.195320868981476,52373,74.80467913101853,3651,5.214745832916743,6.971149256296183,975,1.3925985174181938,1.8616462681152504,47747,68.19733478068358,91.16720447558858,33003,14744,47.13838858497708,21.05894619570651,69.12057302029447,30.87942697970553
"2102","Côte-d'Or","02","2ème circonscription",70985,18206,25.64767204338945,52779,74.35232795661055,3660,5.1560188772275835,6.934576251918377,1057,1.4890469817567091,2.0026904640103074,48062,67.70726209762627,91.06273328407131,28373,19689,39.97041628513066,27.7368458124956,59.034164204569095,40.9658357954309
"2103","Côte-d'Or","03","3ème circonscription",72063,18540,25.727488447608344,53523,74.27251155239166,3673,5.096929075947435,6.862470339853894,1067,1.4806488766773518,1.9935354894157653,48783,67.69493359976687,91.14399417073034,28609,20174,39.69998473557859,27.99494886418828,58.64542976036734,41.35457023963266
"2104","Côte-d'Or","04","4ème circonscription",68361,15324,22.416289989906527,53037,77.58371001009348,3906,5.713784175187607,7.364669947395215,1280,1.8724126329339827,2.4134095065708845,47851,69.99751320197188,90.2219205460339,22929,24922,33.54105410979945,36.45645909217244,47.91749388727508,52.082506112724914
"2105","Côte-d'Or","05","5ème circonscription",85499,19935,23.316062176165804,65564,76.68393782383419,4341,5.0772523655247435,6.621011530718077,1252,1.4643446122176866,1.909584528094686,59971,70.14234084609177,91.46940394118724,31634,28337,36.9992631492766,33.14307769681516,52.74882860049024,47.25117139950976
"2201","Côtes-d'Armor","01","1ère circonscription",91485,20708,22.635404711154834,70777,77.36459528884517,5216,5.701481117123026,7.3696257258713995,1888,2.0637262939279664,2.66753323819885,63673,69.59938787779417,89.96284103592976,43620,20053,47.67994753238236,21.919440345411818,68.5062742449704,31.493725755029605
"2202","Côtes-d'Armor","02","2ème circonscription",103130,20409,19.78958595946863,82721,80.21041404053136,5659,5.48724910307379,6.841068168905115,2195,2.1283816542228258,2.653497902588218,74867,72.59478328323475,90.50543392850666,46146,28721,44.74546688645399,27.84931639678076,61.63730348484646,38.36269651515354
"2203","Côtes-d'Armor","03","3ème circonscription",88722,17429,19.644507562949435,71293,80.35549243705056,4612,5.198259732648046,6.469078310633583,2050,2.3105881292125967,2.8754576185600267,64631,72.84664457518993,90.65546407080639,38386,26245,43.26548094046572,29.581163634724195,59.39255156194396,40.607448438056046
"2204","Côtes-d'Armor","04","4ème circonscription",80863,17829,22.04840285421021,63034,77.95159714578979,5116,6.326750182407281,8.116254719675096,2536,3.1361685814278473,4.023225560808453,55382,68.48867838195466,87.86051971951645,32056,23326,39.64235806240184,28.846320319552827,57.88162218771442,42.11837781228558
"2205","Côtes-d'Armor","05","5ème circonscription",107560,23829,22.154146522870953,83731,77.84585347712904,6336,5.890665674972109,7.567089847248928,2294,2.1327631089624393,2.73972602739726,75101,69.82242469319449,89.69318412535381,49648,25453,46.15842320565266,23.664001487541835,66.10830747926127,33.89169252073874
