"CodeCirco","Département","NumeroCirco","Circonscription","Inscrits","Abstentions","Abstentions_ins","Votants","Votants_ins","Blancs","Blancs_ins","Blancs_vot","Nuls","Nuls_ins","Nuls_vot","Exprimés","Exprimés_ins","Exprimés_vot","MACRON","LE PEN","MACRON.ins","LE PEN.ins","MACRON.exp","LE PEN.exp"
"0101","Ain","01","1ère circonscription",82652,17988,21.763538692348643,64664,78.23646130765137,5857,7.08633789865944,9.057590003711494,1931,2.3363016018971106,2.9862056167264632,56876,68.81382180709481,87.95620437956204,34232,22644,41.41702560131637,27.396796205778447,60.18707363387017,39.81292636612982
"0102","Ain","02","2ème circonscription",93364,19756,21.16019022321237,73608,78.83980977678763,6473,6.933079131142625,8.793881099880448,1803,1.9311511931793839,2.4494620149983697,65332,69.97557945246562,88.75665688512119,39188,26144,41.97335161304143,28.002227839424187,59.982856792995776,40.017143207004224
"0103","Ain","03","3ème circonscription",75433,17759,23.542746543290072,57674,76.45725345670994,4963,6.579348560974639,8.605264070465028,1369,1.8148555671920776,2.3736865832090714,51342,68.06304932854322,89.0210493463259,35769,15573,47.418238701894396,20.644810626648813,69.66810798176931,30.33189201823069
"0104","Ain","04","4ème circonscription",89280,18713,20.959901433691755,70567,79.04009856630825,6328,7.087813620071684,8.9673643487749235,1950,2.1841397849462365,2.763331302166735,62289,69.76814516129032,88.26930434905834,36102,26187,40.43682795698925,29.331317204301076,57.958869142224145,42.04113085777585
"0105","Ain","05","5ème circonscription",75221,18914,25.14457398864679,56307,74.85542601135322,5231,6.954175030908921,9.29014154545616,1685,2.240065939032983,2.9925231321150125,49391,65.6611850414113,87.71733532242882,28518,20873,37.91228513314101,27.748899908270296,57.739264238424006,42.260735761575994
"0201","Aisne","01","1ère circonscription",72295,16854,23.31281554740992,55441,76.68718445259009,4752,6.573068676948614,8.571273966919788,1780,2.4621343108098763,3.2106202990566546,48909,67.6519814648316,88.21810573402355,23492,25417,32.49464001659866,35.157341448232934,48.03205953914412,51.96794046085588
"0202","Aisne","02","2ème circonscription",73948,18106,24.484773083788607,55842,75.51522691621139,4373,5.913614972683507,7.831023244153146,1680,2.271866717152594,3.0084882346620825,49789,67.3297452263753,89.16048852118476,25434,24355,34.394439335749446,32.93530589062584,51.08357267669565,48.91642732330435
"0203","Aisne","03","3ème circonscription",68127,15578,22.86611769195767,52549,77.13388230804233,3940,5.783316453094955,7.497763991702983,1710,2.5100180545158306,3.254105691830482,46899,68.84054780043155,89.24813031646653,18835,28064,27.6468947700618,41.193653030369745,40.16077101857182,59.83922898142817
"0204","Aisne","04","4ème circonscription",79187,21224,26.802379178400493,57963,73.19762082159951,4504,5.687802290780052,7.77047426806756,1789,2.259209213633551,3.086451701947794,51670,65.2506093171859,89.14307402998465,24588,27082,31.05055122684279,34.20005809034311,47.586607315657055,52.41339268434294
"0205","Aisne","05","5ème circonscription",82234,18983,23.08412578738721,63251,76.91587421261279,5269,6.407325437167108,8.330303078212202,2108,2.5634165916774085,3.332753632353639,55874,67.94513218376828,88.33694328943416,26853,29021,32.65437653525306,35.290755648515216,48.05992053549057,51.94007946450944
"0301","Allier","01","1ère circonscription",89714,19839,22.11360545734222,69875,77.88639454265778,6871,7.658782352810041,9.833273703041145,2870,3.19905477405979,4.1073345259391765,60134,67.02855741578794,86.05939177101968,38345,21789,42.741378157255276,24.28717925853267,63.7659227724748,36.23407722752519
"0302","Allier","02","2ème circonscription",84622,21417,25.30902129469878,63205,74.69097870530122,6432,7.600860296376828,10.176410094138122,3202,3.783885987095555,5.066054900719879,53571,63.30623242182883,84.75753500514199,34520,19051,40.7931743518234,22.51305807000544,64.43784883612402,35.562151163875974
"0303","Allier","03","3ème circonscription",79143,18038,22.791655610729944,61105,77.20834438927005,5574,7.0429475759069025,9.122003109401849,2450,3.0956622821980466,4.009491858276737,53081,67.06973453116511,86.86850503232142,33714,19367,42.59884007429589,24.47089445686921,63.51425180384695,36.485748196153054
"0401","Alpes-de-Haute-Provence","01","1ère circonscription",61143,13626,22.285461949855257,47517,77.71453805014474,4656,7.614935479122713,9.798598396363408,1860,3.0420489671753104,3.9143885346297114,41001,67.05755360384671,86.28701306900687,23184,17817,37.91766841666258,29.139885187184145,56.544962317992244,43.455037682007756
"0402","Alpes-de-Haute-Provence","02","2ème circonscription",65316,15629,23.928287096576643,49687,76.07171290342336,5015,7.678057443811623,10.09318332763097,1862,2.8507563231061304,3.747459093927989,42810,65.54289913650561,86.15935757844105,25810,17000,39.515585767652645,26.027313368852962,60.28965195047886,39.71034804952114
"0501","Hautes-Alpes","01","1ère circonscription",57730,13066,22.632946474969685,44664,77.36705352503031,4366,7.562792309024771,9.77521046032599,1455,2.520353369132167,3.257657173562601,38843,67.28390784687338,86.96713236611141,24502,14341,42.44240429586004,24.84150355101334,63.07957675771696,36.920423242283036
"0502","Hautes-Alpes","02","2ème circonscription",52162,11829,22.67742801272957,40333,77.32257198727042,4304,8.2512173612974955,10.671162571591502,1244,2.3848778804493693,3.084323010933975,34785,66.68647674552356,86.24451441747453,22709,12076,43.53552394463402,23.150952800889538,65.28388673278712,34.716113267212876
"0601","Alpes-Maritimes","01","1ère circonscription",80477,23099,28.702610683797857,57378,71.29738931620214,4271,5.307106378219864,7.4436195057339045,1373,1.7060775128297525,2.392903203318345,51734,64.28420542515254,90.16347729094775,32051,19683,39.82628577108988,24.45791965406265,61.95345420806433,38.04654579193567
"0602","Alpes-Maritimes","02","2ème circonscription",85675,20827,24.309308433031806,64848,75.6906915669682,5771,6.7359206302888825,8.899272144090798,1520,1.7741464838050773,2.3439427584505306,57557,67.18062445287424,88.75678509745867,30248,27309,35.30551502772104,31.875109425153198,52.553121253713705,47.446878746286295
"0603","Alpes-Maritimes","03","3ème circonscription",89107,25101,28.16950407936526,64006,71.83049592063475,4812,5.4002491386759734,7.518045183264069,1529,1.7159145746125444,2.388838546386276,57665,64.71433220734623,90.09311627034965,33634,24031,37.7456316563233,26.968700551022927,58.32654122951531,41.67345877048469
"0604","Alpes-Maritimes","04","4ème circonscription",85760,21588,25.172574626865675,64172,74.82742537313433,5385,6.279151119402986,8.39151031602568,1845,2.1513526119402986,2.875085707162002,56942,66.39692164179104,88.73340397681233,27438,29504,31.993936567164177,34.40298507462687,48.18587334480699,51.81412665519301
"0605","Alpes-Maritimes","05","5ème circonscription",87933,22601,25.702523512219532,65332,74.29747648778047,4946,5.624737015682395,7.570562664544174,2273,2.5849226115337816,3.479152635768077,58113,66.0878168605643,88.95028469968776,30432,27681,34.6081675821364,31.479649278427896,52.36694027153993,47.63305972846007
"0606","Alpes-Maritimes","06","6ème circonscription",78083,19249,24.65197290063138,58834,75.34802709936862,5798,7.425431912195997,9.854845837440935,639,0.8183599503092862,1.0861066730122038,52397,67.10423523686335,89.05904748954686,27009,25388,34.590115646171384,32.514119590691955,51.54684428497814,48.45315571502185
"0607","Alpes-Maritimes","07","7ème circonscription",92849,22829,24.587233034281468,70020,75.41276696571853,6383,6.874602849788366,9.11596686660954,1058,1.1394845394134563,1.5109968580405597,62579,67.39867957651671,89.3730362753499,38519,24060,41.485637971329794,25.913041605186915,61.552597516738835,38.44740248326116
"0608","Alpes-Maritimes","08","8ème circonscription",82004,22676,27.652309643432027,59328,72.34769035656797,5245,6.396029461977465,8.840682308522114,1162,1.417004048582996,1.9586030204962241,52921,64.53465684600751,89.20071467098167,29384,23537,35.83239841958929,28.702258426418226,55.52427202811738,44.47572797188262
"0609","Alpes-Maritimes","09","9ème circonscription",79892,20661,25.86116256946878,59231,74.13883743053121,5173,6.4749912381715315,8.733602336614272,1015,1.2704651279226957,1.713629687157063,53043,66.39338106443698,89.55276797622867,29692,23351,37.16517298352776,29.22820808090923,55.97722602416907,44.02277397583093
"0701","Ardèche","01","1ère circonscription",77887,17325,22.24376340082427,60562,77.75623659917574,6326,8.12202293065595,10.44549387404643,2375,3.04928935509135,3.9216010039298568,51861,66.58492431342843,85.6329051220237,31175,20686,40.02593500840962,26.55898930501881,60.112608704035786,39.887391295964214
"0702","Ardèche","02","2ème circonscription",93025,19202,20.64176296694437,73823,79.35823703305563,7023,7.549583445310401,9.51329531446839,2295,2.4670787422735825,3.108787234330764,64505,69.34157484547164,87.37791745120084,40894,23611,43.96022574576727,25.38134909970438,63.396635919696145,36.603364080303855
"0703","Ardèche","03","3ème circonscription",78304,17960,22.936248467511238,60344,77.06375153248877,6451,8.238404168369431,10.690375182288214,2551,3.2578156926849204,4.227429404746122,51342,65.56753167143441,85.08219541296566,32530,18812,41.54321618308132,24.024315488353086,63.359432823029884,36.64056717697012
"0801","Ardennes","01","1ère circonscription",73326,17776,24.242424242424242,55550,75.75757575757575,4927,6.719308294465811,8.86948694869487,1769,2.4125139786705945,3.184518451845184,48854,66.62575348443936,87.94599459945994,24976,23878,34.06158797697952,32.56416550745983,51.12375649895608,48.87624350104392
"0802","Ardennes","02","2ème circonscription",63871,18239,28.555995678790065,45632,71.44400432120995,4039,6.323683674907235,8.851244740532959,1417,2.2185342330635187,3.1052769985974753,40176,62.90178641323918,88.04347826086956,20535,19641,32.150741338009425,30.75104507522976,51.112604540023895,48.887395459976105
"0803","Ardennes","03","3ème circonscription",57152,13871,24.27036674132139,43281,75.7296332586786,3821,6.685680291153416,8.828354243201405,1495,2.6158314669652856,3.4541715764423184,37965,66.42812150055991,87.71747418035628,18913,19052,33.09245520716686,33.335666293393054,49.81693665217964,50.18306334782036
"0901","Ariège","01","1ère circonscription",56738,13004,22.9193838344672,43734,77.0806161655328,5065,8.9269977792661,11.581378332647368,2105,3.710035602241884,4.8131888233411075,36564,64.44358278402481,83.60543284401153,23960,12604,42.22919383834467,22.214388945680145,65.52893556503665,34.47106443496335
"0902","Ariège","02","2ème circonscription",60668,13694,22.572031383925626,46974,77.42796861607437,5068,8.353662556866883,10.788947077106483,2413,3.977385112415112,5.1368842338314815,39493,65.09692094679238,84.07416868906203,24023,15470,39.59748137403574,25.499439572756643,60.828501253386676,39.171498746613324
"1001","Aube","01","1ère circonscription",64350,13692,21.27738927738928,50658,78.72261072261072,4502,6.996114996114996,8.887046468474871,1369,2.1274281274281273,2.7024359429902485,44787,69.5990675990676,88.41051758853487,22501,22286,34.966588966588965,34.63247863247863,50.24002500725657,49.75997499274343
"1002","Aube","02","2ème circonscription",73832,16289,22.06224943114097,57543,77.93775056885903,4978,6.742333947339906,8.65092191926038,1571,2.1278036623686205,2.7301322489268895,50994,69.06761295915051,88.61894583181274,28113,22881,38.07698558890454,30.990627370245967,55.13001529591717,44.86998470408283
